101	0	0	0	95	0
108	0	0	0	92	0
90	0	0	0	87	0
107	0	0	0	95	0
97	0	0	0	95	0
106	0	0	0	105	0
109	0	0	0	102	0
104	0	0	0	97	0
103	0	0	0	101	0
77	0	0	0	93	0
94	0	0	0	102	0
94	0	0	0	105	0
92	0	0	0	80	0
91	0	0	0	93	0
112	0	0	0	107	0
106	0	0	0	105	0
84	0	0	0	105	0
109	0	0	0	112	0
95	0	0	0	116	0
88	0	0	0	94	0
93	0	0	0	99	0
115	0	0	0	121	0
89	0	0	0	82	0
102	0	0	0	106	0
91	0	0	0	99	0
109	0	0	0	96	0
98	0	0	0	81	0
96	0	0	0	85	0
92	0	0	0	94	0
90	0	0	0	95	0
87	0	0	0	105	0
110	0	0	0	97	0
97	0	0	0	115	0
89	0	0	0	107	0
98	0	0	0	101	0
86	0	0	0	100	0
104	0	0	0	88	0
101	0	0	0	100	0
96	0	0	0	111	0
106	0	0	0	89	0
101	0	0	0	107	0
99	0	0	0	99	0
107	0	0	0	92	0
101	0	0	0	101	0
103	0	0	0	116	0
100	0	0	0	112	0
98	0	0	0	108	0
96	0	0	0	106	0
89	0	0	0	90	0
113	0	0	0	101	0
104	0	0	0	100	0
83	0	0	0	94	0
108	0	0	0	108	0
92	0	0	0	91	0
98	0	0	0	106	0
100	0	0	0	115	0
90	0	0	0	111	0
99	0	0	0	93	0
113	0	0	0	100	0
96	0	0	0	97	0
100	0	0	0	83	0
85	0	0	0	109	0
74	0	0	0	97	0
95	0	0	0	101	0
93	0	0	0	93	0
106	0	0	0	80	0
90	0	0	0	97	0
102	0	0	0	108	0
113	0	0	0	103	0
76	0	0	0	108	0
87	0	0	0	104	0
90	0	0	0	110	0
114	0	0	0	101	0
101	0	0	0	112	0
123	0	0	0	107	0
92	0	0	0	92	0
100	0	0	0	81	0
103	0	0	0	97	0
96	0	0	0	102	0
105	0	0	0	96	0
89	0	0	0	92	0
101	0	0	0	116	0
91	0	0	0	84	0
106	0	0	0	108	0
94	0	0	0	104	0
92	0	0	0	98	0
100	0	0	0	86	0
85	0	0	0	96	0
107	0	0	0	100	0
100	0	0	0	99	0
103	0	0	0	78	0
106	0	0	0	101	0
96	0	0	0	88	0
107	0	0	0	118	0
99	0	0	0	105	0
87	0	0	0	104	0
101	0	0	0	110	0
92	0	0	0	89	0
95	0	0	0	111	0
97	0	0	0	111	0
102	0	0	0	107	0
111	0	0	0	111	0
107	0	0	0	92	0
98	0	0	0	95	0
113	0	0	0	105	0
91	0	0	0	112	0
107	0	0	0	96	0
104	0	0	0	99	0
96	0	0	0	86	0
84	0	0	0	100	0
112	0	0	0	107	0
77	0	0	0	110	0
99	0	0	0	89	0
96	0	0	0	115	0
100	0	0	0	109	0
108	0	0	0	104	0
95	0	0	0	108	0
106	0	0	0	95	0
96	0	0	0	83	0
97	0	0	0	103	0
129	0	0	0	102	0
93	0	0	0	110	0
108	0	0	0	87	0
98	0	0	0	112	0
108	0	0	0	92	0
95	0	0	0	87	0
93	0	0	0	81	0
112	0	0	0	106	0
97	0	0	0	104	0
88	0	0	0	108	0
116	0	0	0	98	0
104	0	0	0	94	0
113	0	0	0	107	0
94	0	0	0	103	0
104	0	0	0	92	0
92	0	0	0	99	0
98	0	0	0	107	0
80	0	0	0	102	0
112	0	0	0	90	0
115	0	0	0	101	0
102	0	0	0	102	0
80	0	0	0	104	0
106	0	0	0	92	0
87	0	0	0	104	0
104	0	0	0	105	0
93	0	0	0	82	0
90	0	0	0	114	0
90	0	0	0	98	0
112	0	0	0	108	0
97	0	0	0	89	0
100	0	0	0	106	0
91	0	0	0	91	0
103	0	0	0	85	0
94	0	0	0	93	0
84	0	0	0	90	0
114	0	0	0	96	0
103	0	0	0	89	0
92	0	0	0	114	0
129	0	0	0	96	0
100	0	0	0	96	0
102	0	0	0	114	0
96	0	0	0	105	0
86	0	0	0	115	0
103	0	0	0	106	0
97	0	0	0	90	0
87	0	0	0	101	0
94	0	0	0	99	0
97	0	0	0	100	0
108	0	0	0	105	0
121	0	0	0	108	0
93	0	0	0	101	0
80	0	0	0	97	0
99	0	0	0	99	0
97	0	0	0	77	0
123	0	0	0	100	0
114	0	0	0	104	0
99	0	0	0	106	0
114	0	0	0	112	0
104	0	0	0	99	0
81	0	0	0	83	0
97	0	0	0	98	0
89	0	0	0	88	0
94	0	0	0	104	0
99	0	0	0	88	0
102	0	0	0	100	0
86	0	0	0	106	0
102	0	0	0	107	0
102	0	0	0	108	0
106	0	0	0	96	0
86	0	0	0	88	0
99	0	0	0	102	0
119	0	0	0	84	0
93	0	0	0	104	0
87	0	0	0	102	0
89	0	0	0	113	0
104	0	0	0	113	0
88	0	0	0	92	0
91	0	0	0	89	0
100	0	0	0	104	0
95	0	0	0	81	0
102	0	0	0	96	0
104	0	0	0	95	0
99	0	0	0	86	0
111	0	0	0	120	0
126	0	0	0	97	0
110	0	0	0	97	0
114	0	0	0	91	0
97	0	0	0	87	0
99	0	0	0	109	0
100	0	0	0	103	0
101	0	0	0	100	0
100	0	0	0	96	0
109	0	0	0	96	0
115	0	0	0	96	0
88	0	0	0	107	0
86	0	0	0	91	0
108	0	0	0	107	0
80	0	0	0	82	0
100	0	0	0	112	0
83	0	0	0	98	0
82	0	0	0	88	0
103	0	0	0	97	0
89	0	0	0	114	0
94	0	0	0	124	0
114	0	0	0	106	0
94	0	0	0	99	0
97	0	0	0	104	0
92	0	0	0	86	0
101	0	0	0	101	0
109	0	0	0	117	0
97	0	0	0	117	0
79	0	0	0	120	0
103	0	0	0	106	0
94	0	0	0	108	0
87	0	0	0	89	0
99	0	0	0	101	0
100	0	0	0	97	0
97	0	0	0	105	0
71	0	0	0	106	0
102	0	0	0	89	0
95	0	0	0	108	0
95	0	0	0	121	0
90	0	0	0	86	0
117	0	0	0	101	0
101	0	0	0	100	0
101	0	0	0	103	0
102	0	0	0	89	0
95	0	0	0	92	0
89	0	0	0	116	0
117	0	0	0	114	0
86	0	0	0	106	0
115	0	0	0	97	0
105	0	0	0	98	0
101	0	0	0	100	0
105	0	0	0	106	0
96	0	0	0	86	0
81	0	0	0	89	0
99	0	0	0	102	0
97	0	0	0	94	0
92	0	0	0	111	0
91	0	0	0	90	0
95	0	0	0	92	0
118	0	0	0	108	0
97	0	0	0	91	0
100	0	0	0	89	0
97	0	0	0	94	0
93	0	0	0	91	0
85	0	0	0	106	0
101	0	0	0	85	0
79	0	0	0	91	0
101	0	0	0	106	0
109	0	0	0	86	0
108	0	0	0	100	0
95	0	0	0	100	0
101	0	0	0	114	0
98	0	0	0	96	0
89	0	0	0	90	0
83	0	0	0	82	0
81	0	0	0	106	0
103	0	0	0	98	0
95	0	0	0	108	0
89	0	0	0	105	0
115	0	0	0	102	0
106	0	0	0	86	0
81	0	0	0	100	0
101	0	0	0	105	0
85	0	0	0	110	0
87	0	0	0	113	0
100	0	0	0	110	0
105	0	0	0	119	0
73	0	0	0	89	0
102	0	0	0	109	0
102	0	0	0	80	0
98	0	0	0	91	0
93	0	0	0	83	0
104	0	0	0	101	0
97	0	0	0	115	0
115	0	0	0	102	0
91	0	0	0	102	0
102	0	0	0	102	0
95	0	0	0	93	0
88	0	0	0	105	0
108	0	0	0	106	0
95	0	0	0	101	0
101	0	0	0	111	0
103	0	0	0	102	0
105	0	0	0	109	0
94	0	0	0	101	0
78	0	0	0	92	0
109	0	0	0	116	0
102	0	0	0	85	0
89	0	0	0	115	0
90	0	0	0	104	0
89	0	0	0	91	0
106	0	0	0	111	0
107	0	0	0	93	0
115	0	0	0	101	0
112	0	0	0	85	0
94	0	0	0	89	0
100	0	0	0	94	0
87	0	0	0	97	0
