0	0	96	99	0	0
0	0	93	86	0	0
0	0	107	90	0	0
0	0	105	106	0	0
0	0	98	109	0	0
0	0	98	104	0	0
0	0	97	93	0	0
0	0	113	110	0	0
0	0	117	99	0	0
0	0	104	99	0	0
0	0	94	96	0	0
0	0	114	102	0	0
0	0	111	113	0	0
0	0	106	115	0	0
0	0	96	102	0	0
0	0	87	105	0	0
0	0	88	97	0	0
0	0	107	99	0	0
0	0	99	91	0	0
0	0	91	90	0	0
0	0	96	100	0	0
0	0	87	109	0	0
0	0	94	92	0	0
0	0	91	96	0	0
0	0	121	102	0	0
0	0	97	101	0	0
0	0	106	98	0	0
0	0	105	104	0	0
0	0	100	114	0	0
0	0	87	107	0	0
0	0	102	98	0	0
0	0	96	108	0	0
0	0	112	100	0	0
0	0	101	104	0	0
0	0	86	96	0	0
0	0	93	100	0	0
0	0	101	95	0	0
0	0	109	113	0	0
0	0	94	87	0	0
0	0	95	91	0	0
0	0	123	109	0	0
0	0	106	92	0	0
0	0	110	104	0	0
0	0	89	100	0	0
0	0	112	90	0	0
0	0	118	111	0	0
0	0	105	105	0	0
0	0	114	84	0	0
0	0	103	100	0	0
0	0	106	88	0	0
0	0	92	89	0	0
0	0	100	102	0	0
0	0	108	95	0	0
0	0	98	96	0	0
0	0	108	99	0	0
0	0	98	100	0	0
0	0	104	102	0	0
0	0	102	102	0	0
0	0	124	102	0	0
0	0	99	93	0	0
0	0	106	94	0	0
0	0	107	90	0	0
0	0	108	107	0	0
0	0	89	110	0	0
0	0	96	104	0	0
0	0	115	110	0	0
0	0	103	85	0	0
0	0	100	109	0	0
0	0	94	100	0	0
0	0	108	114	0	0
0	0	95	91	0	0
0	0	86	103	0	0
0	0	88	94	0	0
0	0	104	91	0	0
0	0	107	89	0	0
0	0	97	93	0	0
0	0	89	126	0	0
0	0	96	94	0	0
0	0	104	127	0	0
0	0	99	96	0	0
0	0	105	91	0	0
0	0	82	107	0	0
0	0	120	117	0	0
0	0	92	104	0	0
0	0	96	101	0	0
0	0	106	91	0	0
0	0	110	96	0	0
0	0	98	87	0	0
0	0	84	114	0	0
0	0	102	122	0	0
0	0	92	99	0	0
0	0	103	100	0	0
0	0	98	96	0	0
0	0	106	86	0	0
0	0	77	128	0	0
0	0	110	93	0	0
0	0	93	97	0	0
0	0	97	80	0	0
0	0	112	90	0	0
0	0	103	96	0	0
0	0	97	97	0	0
0	0	117	103	0	0
0	0	105	99	0	0
0	0	104	109	0	0
0	0	110	114	0	0
0	0	89	107	0	0
0	0	102	102	0	0
0	0	93	98	0	0
0	0	91	100	0	0
0	0	104	83	0	0
0	0	93	94	0	0
0	0	100	109	0	0
0	0	97	109	0	0
0	0	111	104	0	0
0	0	94	98	0	0
0	0	91	112	0	0
0	0	113	106	0	0
0	0	103	115	0	0
0	0	91	96	0	0
